,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Caudate,Left-Putamen,Left-Pallidum,Left-Hippocampus,Left-Amygdala,Left-Accumbens-area,Left-VentralDC/Hypothalamus,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Caudate,Right-Putamen,Right-Pallidum,Right-Hippocampus,Right-Amygdala,Right-Accumbens-area,Right-VentralDC/Hypothalamus
ctx-lh-lateralorbitofrontal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.513513513513,0.0,0.0,0.0,6178.378378378378,2455.4054054054054,15983.783783783783,0.0,0.0,0.0,43.24324324324324,0.0,29.72972972972973,18310.81081081081,0.0,0.0,6.756756756756757,0.0,77.02702702702703,28.37837837837838,0.0,3991.891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267.5675675675675,2282.4324324324325,1.3513513513513513,0.0,0.0,109.45945945945945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-lingual,1466.2162162162163,0.0,0.0,767.5675675675676,0.0,2201.3513513513512,24054.054054054053,28.37837837837838,279.72972972972974,12818.918918918918,0.0,0.0,0.0,98.64864864864865,262.1621621621622,0.0,0.0,0.0,0.0,13909.45945945946,0.0,0.0,0.0,3829.7297297297296,0.0,0.0,0.0,1762.162162162162,583.7837837837837,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,2.7027027027027026,0.0,0.0,0.0,35.13513513513514,0.0,1429.7297297297298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.027027027027028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12344.594594594595,0.0,0.0,0.0,0.0,610.8108108108108,0.0,0.0,0.0,30555.405405405407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-medialorbitofrontal,0.0,0.0,52.7027027027027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8963.513513513513,0.0,0.0,0.0,0.0,0.0,112.16216216216216,0.0,2206.7567567567567,0.0,4.054054054054054,0.0,21.62162162162162,0.0,909.4594594594595,31345.945945945947,1560.8108108108108,0.0,0.0,0.0,578.3783783783783,0.0,0.0,356.7567567567568,0.0,0.0,0.0,0.0,158.1081081081081,160.8108108108108,0.0,29.72972972972973,0.0,0.0,537.8378378378378,0.0,2682.4324324324325,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054054054054054,0.0,0.0,0.0,0.0,0.0,60.810810810810814,198.64864864864865,0.0,13.513513513513514,0.0,8.108108108108109,3014.864864864865,2320.2702702702704,1166.2162162162163,0.0,50.0,1002.7027027027027,89.1891891891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.81081081081081,29.72972972972973
ctx-lh-middletemporal,3308.108108108108,0.0,0.0,0.0,259.4594594594595,10382.432432432432,787.8378378378378,36732.43243243243,0.0,664.8648648648649,0.0,98.64864864864865,0.0,0.0,290.5405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7031.081081081081,27.027027027027028,0.0,633.7837837837837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.7837837837837,0.0,0.0,0.0,0.0,1032.4324324324325,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-parahippocampal,950.0,0.0,0.0,0.0,137.83783783783784,922.972972972973,233.78378378378378,45.945945945945944,63.513513513513516,0.0,0.0,262.1621621621622,0.0,290.5405405405405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1867.5675675675675,794.5945945945946,0.0,0.0,40.54054054054054,43.24324324324324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2768.9189189189187,87.83783783783784,0.0,12.162162162162161,0.0,9864.864864864865,0.0,0.0,350.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-paracentral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260.81081081081084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9927.027027027027,5082.4324324324325,32635.135135135137,548.6486486486486,0.0,0.0,1529.7297297297298,3294.5945945945946,0.0,0.0,0.0,0.0,0.0,0.0,283.7837837837838,0.0,0.0,0.0,0.0,5.405405405405405,29.72972972972973,118.91891891891892,736.4864864864865,0.0,0.0,4.054054054054054,0.0,145.94594594594594,0.0,4935.135135135135,0.0,0.0,0.0,0.0,41.891891891891895,2689.189189189189,22.972972972972972,1509.4594594594594,0.0,0.0,195.94594594594594,4.054054054054054,117.56756756756756,327.02702702702703,0.0,0.0,37.83783783783784,421.6216216216216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.7027027027027,516.2162162162163,33.78378378378378,0.0,20.27027027027027,0.0,0.0,0.0
ctx-lh-parsopercularis,0.0,0.0,644.5945945945946,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,6178.378378378378,0.0,112.16216216216216,0.0,0.0,0.0,0.0,31.08108108108108,4154.054054054054,0.0,0.0,0.0,5891.891891891892,0.0,68.91891891891892,1782.4324324324325,0.0,0.0,4.054054054054054,0.0,0.0,43.24324324324324,0.0,9682.432432432432,0.0,0.0,0.0,0.0,0.0,9.45945945945946,0.0,0.0,0.0,0.0,0.0,0.0,22.972972972972972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.027027027027028,3040.5405405405404,3121.6216216216217,45.945945945945944,0.0,0.0,39.189189189189186,6.756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.054054054054054
ctx-lh-parsorbitalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2455.4054054054054,0.0,0.0,0.0,0.0,0.0,31.08108108108108,0.0,5695.945945945946,0.0,0.0,0.0,0.0,0.0,0.0,1990.5405405405406,0.0,0.0,13.513513513513514,0.0,0.0,8.108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-parstriangularis,0.0,0.0,35.13513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15983.783783783783,0.0,2206.7567567567567,0.0,0.0,0.0,4154.054054054054,5695.945945945946,0.0,0.0,0.0,0.0,0.0,0.0,247.2972972972973,6427.027027027027,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,278.3783783783784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,98.64864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,954.0540540540541,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-pericalcarine,0.0,0.0,0.0,6591.891891891892,0.0,31.08108108108108,8318.918918918918,0.0,0.0,12975.675675675675,0.0,13909.45945945946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1233.7837837837837,0.0,0.0,0.0,7568.918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2972972972973,0.0,2.7027027027027026,0.0,0.0,0.0,133.78378378378378,0.0,2208.108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.64864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.972972972972972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2262.162162162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ctx-lh-postcentral,0.0,0.0,0.0,0.0,18.91891891891892,0.0,0.0,0.0,341.8918918918919,0.0,0.0,0.0,4.054054054054054,0.0,0.0,9927.027027027027,0.0,0.0,0.0,0.0,0.0,1793.2432432432433,22440.54054054054,529.7297297297297,0.0,0.0,0.0,3700.0,477.02702702702703,5768.918918918919,0.0,1.3513513513513513,685.1351351351351,10705.405405405405,8.108108108108109,0.0,0.0,0.0,0.0,9.45945945945946,24.324324324324323,8.108108108108109,220.27027027027026,0.0,0.0,0.0,0.0,2.7027027027027026,225.67567567567568,339.18918918918916,0.0,0.0,0.0,0.0,2.7027027027027026,189.1891891891892,0.0,343.2432432432432,0.0,0.0,0.0,1.3513513513513513,5.405405405405405,18.91891891891892,0.0,0.0,2.7027027027027026,1.3513513513513513,0.0,7605.405405405405,5047.2972972972975,2617.5675675675675,101.35135135135135,67.56756756756756,190.54054054054055,0.0,3317.5675675675675,6.756756756756757,3950.0,1.3513513513513513,0.0,0.0,78.37837837837837,0.0,0.0,181.0810810810811
ctx-lh-posteriorcingulate,0.0,401.35135135135135,1072.972972972973,0.0,0.0,0.0,0.0,0.0,2597.2972972972975,0.0,0.0,0.0,0.0,0.0,0.0,5082.4324324324325,0.0,0.0,0.0,0.0,1793.2432432432433,0.0,12366.216216216217,551.3513513513514,0.0,0.0,6670.27027027027,1809.4594594594594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.1621621621622,0.0,0.0,0.0,17.56756756756757,0.0,87.83783783783784,1020.2702702702703,0.0,0.0,8.108108108108109,0.0,48.648648648648646,4.054054054054054,0.0,0.0,0.0,0.0,0.0,0.0,3909.4594594594596,0.0,0.0,0.0,0.0,0.0,0.0,16.216216216216218,0.0,0.0,0.0,0.0,0.0,0.0,8.108108108108109,8.108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5379.72972972973,882.4324324324324,110.8108108108108,191.8918918918919,190.54054054054055,0.0,0.0,0.0
ctx-lh-precentral,0.0,51.351351351351354,5527.027027027027,0.0,10.81081081081081,0.0,0.0,0.0,81.08108108108108,0.0,43.24324324324324,0.0,21.62162162162162,0.0,0.0,32635.135135135137,5891.891891891892,0.0,0.0,0.0,22440.54054054054,12366.216216216217,0.0,6.756756756756757,0.0,0.0,7740.540540540541,28.37837837837838,13.513513513513514,8.108108108108109,0.0,98.64864864864865,8.108108108108109,12182.432432432432,5.405405405405405,0.0,0.0,0.0,8.108108108108109,5.405405405405405,0.0,6.756756756756757,89.1891891891892,0.0,6.756756756756757,0.0,0.0,1.3513513513513513,35.13513513513514,1355.4054054054054,0.0,0.0,0.0,0.0,14.864864864864865,1339.1891891891892,1.3513513513513513,27.027027027027028,0.0,0.0,85.13513513513513,0.0,16.216216216216218,59.45945945945946,0.0,8.108108108108109,1.3513513513513513,70.27027027027027,0.0,19821.62162162162,20651.35135135135,10755.405405405405,2037.837837837838,12.162162162162161,58.108108108108105,63.513513513513516,11600.0,0.0,19810.81081081081,1059.4594594594594,12.162162162162161,154.05405405405406,32.432432432432435,4.054054054054054,64.86486486486487,502.7027027027027
ctx-lh-precuneus,0.0,0.0,0.0,2505.4054054054054,0.0,0.0,19272.972972972973,0.0,5989.189189189189,27.027027027027028,0.0,3829.7297297297296,0.0,0.0,0.0,548.6486486486486,0.0,0.0,0.0,1233.7837837837837,529.7297297297297,551.3513513513514,6.756756756756757,0.0,0.0,0.0,0.0,66158.1081081081,0.0,317.56756756756755,0.0,0.0,0.0,0.0,297.2972972972973,0.0,0.0,835.1351351351351,0.0,200.0,56.75675675675676,412.1621621621622,2340.5405405405404,58.108108108108105,0.0,2586.4864864864867,0.0,259.4594594594595,9.45945945945946,48.648648648648646,0.0,0.0,0.0,372.97297297297297,0.0,78.37837837837837,0.0,10333.783783783783,0.0,0.0,0.0,28.37837837837838,10.81081081081081,28.37837837837838,0.0,0.0,6.756756756756757,4.054054054054054,81.08108108108108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6318.918918918919,14.864864864864865,0.0,0.0,0.0,82.43243243243244,0.0,0.0,0.0
ctx-lh-rostralanteriorcingulate,0.0,612.1621621621622,1591.8918918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.72972972972973,0.0,909.4594594594595,0.0,0.0,0.0,68.91891891891892,0.0,247.2972972972973,0.0,0.0,0.0,0.0,0.0,0.0,28200.0,3051.3513513513512,0.0,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,22.972972972972972,0.0,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,2101.3513513513512,0.0,3805.4054054054054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.081081081081,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,8.108108108108109,0.0,0.0,0.0,0.0,1381.081081081081,0.0,0.0,0.0,0.0,137.83783783783784,0.0,0.0,0.0,186.48648648648648,0.0,0.0,0.0,0.0,4.054054054054054,4.054054054054054
